"title","share_title","share_description","content"
"应对无聊","应对无聊","让你带着好奇去体验探索当下，从而释放转化无聊的感受。","这个冥想练习将让你带着好奇去体验探索当下，从而释放转化无聊的感受。"
"愉悦冥想","愉悦冥想","让你深度体验并感谢舒服愉悦的感觉，从而提升积极心态和内在幸福感。","这个冥想练习将让你深度体验并感谢舒服愉悦的感觉，从而提升积极心态和内在幸福感。"
"感恩美好","","","这个冥想练习将运用积极想象和感恩帮助你提振精神，释放内啡肽，以促进积极思维和内在幸福感。"
"想法和觉察 | 觉醒在此刻之三","想法和觉察 | 觉醒在此刻之三","觉醒在此刻系列第三讲。觉察想法，放下想法，让一切适得其所，让内心回归自然，回归鲜活状态。","觉醒在此刻系列第三讲。觉察想法，放下想法，让一切适得其所，让内心回归自然，回归鲜活状态。"
"正念轻松戒烟","正念轻松戒烟","每天十分钟，轻松戒断烟瘾","<img src=""https://resource.navoinfo.cn/Now/picture/courseImg/202201/61d7d6d770278.png"" alt="""" />"
"零基础•全身暴汗燃脂","零基础•全身暴汗燃脂","适合新手及初级习练者，想要燃脂塑形人群","零基础全身高效减脂，无需任何器械辅具，无高强度跳跃类练习，小白也能跟上的燃脂甩肉计划。快速燃烧卡路里，瘦身纤体，还不快练起来！"
"缓解求职焦虑","","","缓解求职焦虑 给焦虑的身心松松绑，助你找到心仪工作"
"夏日静心冥想计划","夏日静心冥想计划","我正在Now冥想参加夏日清凉静心计划，快来和我一起吧！","6天清凉静心计划，舒展松身，宁神静心，回归平静、惬意与喜悦，给你的夏天降8°C"
"28天情绪管理特训营","28天情绪管理特训营","情绪可以是绊脚石，也可以是自我成长的机会。","Now 联合 专业心理科医生+冥想导师武雅学
重磅推出《28天情绪管理特训营》
帮你疏通情绪管道，提升情绪管理能力"
"每天5分钟，缓解职场压力","每天五分钟，缓解你的职场压力","人人都能学会的职场正念减压方法","<img src=""https://resource.navoinfo.cn/Now/picture/courseImg/202201/61d7d747bdcf5.jpg"" alt="""" />"
"高原列车","精彩睡眠故事伴你好眠~","","欢迎来到Now睡眠故事。让我们乘坐青藏铁路的高原列车，穿越世界屋脊，开启一场壮丽神奇的旅行。"
"舒缓经期不适","觉察自己的身体","与身体更好的连接","这个冥想练习会帮助你静下心来，与身体更好的连接，并缓解经期的身心不适。"
"骨盆时钟(坐姿)","","","用最短时间帮助自己从源头开始放松，提升觉察力、辨析力，找回最轻松、优良的肌肉与神经张力，回归元气满满、富有创造力的状态。"
"七天冥想入门必修课","和我一起学正念冥想吧~","Now冥想倾情打造，七天时间，带你体验一个全新的世界，让你遇见一个崭新的自己。","0基础小白必备！适合零基础用户的简单冥想技巧练习。"
"催眠竖琴曲","让心静沐在光与爱里","空灵、飘渺、优美的竖琴音乐，让心静沐在光与爱里","空灵、飘渺、优美的竖琴音乐，一弦一音，如月光缓缓照进内心，让心静沐在光与爱里。"
"背包冥想：放下压力","和我一起舒压减负吧~","卸下重负，恢复内心的放松和平静","这个练习将帮助你减轻压力，恢复内心的放松和平静。"
"不止一个“你”","觉察大脑中不同的“我们”","我们每一个人的大脑中，都有多个“我们”。","觉察大脑中不同的“我们”"
"睡前仪式-心静下来睡个好觉","睡前仪式，心静下来睡个好觉","这个简短而轻松的冥想，将引导你为睡眠做好身心准备。，一天的工作和生活进行收尾，这样你就可以平静思绪，让自己进入甜蜜的梦乡。","对一天的工作和生活进行收尾，这样你就可以平静思绪，让自己进入甜蜜的梦乡。"
"超级睡眠","超级睡眠","这首脑波以等时音频的表现方式，让你在整夜高质睡眠中获得身心的全方位疗愈与重生。","「超级睡眠」囊括了Delta、Theta、Alpha等多种脑波频率，以等时音频的表现方式逐步引导听众产生自然的深度睡眠脑波，让其在整夜高质睡眠中获得身心的全方位疗愈与重生，从而实现工作、生活与休息的完美平衡。

曲目特色：
1、营造舒适睡眠环境，给您婴儿般的睡眠体验;
2、有效隔绝外部噪音，排除干扰；
3、促进褪黑素分泌，提高睡眠质量；
4、安全有效，简单易坚持。

适用人群：
1、睡前胡思乱想，入睡困难人群；
2、多梦，早醒，睡眠浅人群；
3、工作或生活压力大，时常焦虑人群；
4、长期电脑使用者。

时长：60分钟

每天坚持十分钟，一周收获好睡眠。「超级睡眠」让你懂得睡觉，学会睡觉，认真睡觉，因为，你有权睡得更好。

本音频由神奇脑波特别提供。"
"七天冥想入门必修课","和我一起学正念冥想吧~","Now冥想倾情打造，七天时间，带你体验一个全新的世界，让你遇见一个崭新的自己。","0基础小白必备！适合零基础用户的简单冥想技巧练习。"
"冥想即熄灭自我 | 觉醒在此刻之四","冥想即熄灭自我 | 觉醒在此刻之四","觉醒在此刻系列第四讲。觉察自我，观察自我如何形成，冥想的意义在于此刻息止自我 ，走出自我欺骗。","觉察自我，观察自我如何形成，冥想的意义在于此刻息止自我 ，走出自我欺骗。"
"睡前瑜伽•安神助眠","睡前瑜伽•安神助眠","适合焦虑、精神压力过大、失眠多梦的人群","放松僵硬的身体，松弛紧张的神经，轻柔入眠；清空白日积压的情绪，恢复平和安静的大脑；缓解内心深处的不安与焦虑，有效安神助眠！"
"你怎么了？","你怎么了？","关于创伤和愈合的对话","本书探讨幼儿时期的创伤或糟糕的成长环境，会如何影响一个人的神经系统及其成年后的心理和行为。不管是对正在养育幼儿的父母还是想疗愈自己的人们，都是一本不可多得的好书。"
"重返甜蜜梦乡","重返甜蜜梦乡","本练习使用了身体扫描、友善话语、自我肯定和呼吸等技术。非常适用于头脑忙碌或者在晚上感到焦虑的人。","如果你晚上准备入睡前一直辗转反侧或者半夜醒来后想尽快重返睡眠，可以练习这个冥想。这个舒缓的音频通过平静和安慰的引导，并带有真正的理解感，让你感到轻松、安全和足够安好，慢慢进入甜蜜的梦乡。"
"5日睡眠胶囊营","5日睡眠胶囊营","中秋月圆，轻松好眠","1、专业课前测试
科学评估当前状态

2、每日10分钟
专属冥想练习课程

3、每日1篇
正念干货学习

4、社群陪伴
导师答疑，学友陪伴互助"
"5日情绪胶囊营","5日情绪胶囊营","拯救情绪，好事“花”生","1、专业课前测试
科学评估当前状态

2、每日10分钟
专属冥想练习课程

3、每日1篇
正念干货学习

4、社群陪伴
导师答疑，学友陪伴互助"
"5日专注胶囊营","5日专注胶囊营","聚焦注意力，认真做好一件事","1、专业课前测试
科学评估当前状态

2、每日10分钟
专属冥想练习课程

3、每日1篇
正念干货学习

4、社群陪伴
导师答疑，学友陪伴互助"
"深度放松·沉浸式大自然钢琴曲","深度放松·沉浸式大自然钢琴曲","减压助眠，缓解烦躁心情，瑜伽冥想音乐","放松的钢琴音乐伴随着大自然声音，适合放松、冥想、瑜伽或睡眠。
音乐风格怀旧、柔和，充满故事感和意义感。
尽情享受这些舒缓的音乐吧。"
"七天冥想入门必修课（第四期）","七天冥想入门必修课","Now冥想倾情打造，七天时间，带你体验一个全新的世界，让你遇见一个崭新的自己。","0基础小白必备！适合零基础用户的简单冥想技巧练习。"
"你知我知","深度放松·沉浸式大自然钢琴曲","减压助眠，缓解烦躁心情，瑜伽冥想音乐","放松的钢琴音乐伴随着大自然声音，适合放松、冥想、瑜伽或睡眠。
音乐风格怀旧、柔和，充满故事感和意义感。
尽情享受这些舒缓的音乐吧。"
"压力下的暂停放松冥想","压力下的暂停放松冥想","暂停压力，感受当下","这是一个放松冥想，如果你身体有任何部位感觉到紧张、压力或者紧绷，可以通过这个冥想获得放松！"
"终南秘境","终南秘境","欢迎来到Now睡眠故事。今天，我们去雄伟灵秀的终南山游览一番，感受如画廊、如宝库般的秦岭奇观！快来和我们一起启程出发吧~","欢迎来到Now睡眠故事。今天，我们去雄伟灵秀的终南山游览一番，感受如画廊、如宝库般的秦岭奇观！快来和我们一起启程出发吧~"
"重启身心减压冥想","重启身心减压冥想","现在起，不再被情绪、压力所淹没","这是一个放松减压冥想，接下来的这段时间是完全属于你自己的，你可以关照到内心深处的自己，让自己得到恢复，"
"漫游大理","Now睡眠故事|漫游大理","感受依山傍海、风花雪月的慢生活，在一片静谧中安然入睡","欢迎来到Now睡眠故事，今天我们将旅行去往云南大理，来一次依山傍海、风花雪月的慢生活，然后在一篇静谧中安然入睡~"
"七天冥想入门必修课（第五期）","七天冥想入门必修课（第五期）","Now冥想倾情打造，七天时间，带你体验一个全新的世界，让你遇见一个崭新的自己。","0基础小白必备！适合零基础用户的简单冥想技巧练习。"
"镜中冥想·接纳真实的自己","镜中冥想·接纳真实的自己","让你更加勇敢、自信的奥秘","这是一个镜子凝视练习，接下来，我们需要一面立着的镜子，通过正念地观察镜中的自己，学会接纳自己，从而学会真正爱自己。"
"瀑布","大自然声|瀑布","想象你站在一帘瀑布前，感受水流通过地势落差带来的自然之声。","一帘瀑布"
"山涧","大自然声|山涧","伴随着水流声和鸟叫声，山谷深处的一股小溪在你面前流动。","伴随着水流声和鸟叫声，山谷深处的一股小溪在你面前流动。"
"寺庙","大自然声|寺庙","掩盖在郁郁葱葱树林之中的寺庙，伴随着钟声敲响，惊起一片飞鸟。","林中寺庙"
"蝉鸣","大自然声|蝉鸣","夏日午后，躺在开着冷气的房间里，听窗外蝉鸣阵阵。","夏日午后，躺在开着冷气的房间里，听窗外蝉鸣阵阵。"
"蛙声","大自然声|蛙声","透过虫鸣蛙声，感受夜晚野外的宁静。","夜晚虫鸣蛙声"
